,availability,location,size,total_sqft,bath,price
570,1,Banashankari,2,763.75,2.0,41.13
571,1,Banashankari,3,1137.5,2.0,89.0
572,1,Banashankari,3,1170.0,3.0,175.0
573,1,Banashankari,2,942.5,2.0,50.75
574,0,Banashankari,3,1150.5,3.0,108.0
575,1,Banashankari,3,1170.0,3.0,125.0
577,1,Banashankari,2,715.0,2.0,63.0
578,1,Banashankari,2,663.0,2.0,40.79
579,1,Banashankari,2,819.0,2.0,75.0
580,1,Banashankari,3,926.9,3.0,85.0
581,1,Banashankari Stage II,2,1105.0,2.0,150.0
582,1,Banashankari Stage II,3,975.0,2.0,120.0
583,1,Banashankari Stage II,2,875.0,2.0,110.0
584,1,Banashankari Stage II,2,809.25,2.0,125.0
585,0,Banashankari Stage III,2,744.25,2.0,58.4
586,0,Banashankari Stage III,3,1072.5,3.0,118.0
587,1,Banashankari Stage III,4,1400.0,4.0,100.0
588,1,Banashankari Stage III,2,780.0,2.0,42.0
589,0,Banashankari Stage III,3,962.0,3.0,75.48
590,0,Banashankari Stage III,2,912.8,2.0,111.0
591,1,Banashankari Stage III,2,705.25,2.0,50.0
592,0,Banashankari Stage III,3,975.0,2.0,100.0
593,1,Banashankari Stage III,4,1470.0,3.0,147.0
594,1,Banashankari Stage III,3,923.0,2.0,95.0
595,1,Banashankari Stage V,3,981.5,3.0,47.57
596,0,Banashankari Stage V,3,1072.5,3.0,51.98
597,0,Banashankari Stage V,3,1059.5,3.0,51.35
598,0,Banashankari Stage V,3,981.5,3.0,47.57
599,0,Banashankari Stage V,3,1001.0,3.0,48.51
600,0,Banashankari Stage VI,2,765.375,2.0,59.935
601,1,Banashankari Stage VI,4,3360.0,4.0,190.0
602,0,Banashankari Stage VI,2,754.0,2.0,59.0
603,0,Banashankari Stage VI,2,767.0,2.0,59.47
604,0,Banashankari Stage VI,3,924.95,2.0,71.73
605,0,Banashankari Stage VI,3,904.8000000000001,3.0,69.46
606,0,Banashankari Stage VI,3,916.825,2.0,70.385
607,1,Banashankari Stage VI,4,2880.0,3.0,200.0
608,1,Banaswadi,2,744.25,2.0,55.0
609,1,Banaswadi,2,812.5,2.0,60.0
610,1,Banaswadi,2,887.25,2.0,73.0
611,1,Banaswadi,2,780.0,2.0,60.0
613,1,Banaswadi,2,871.0,2.0,73.0
614,1,Banaswadi,2,655.2,2.0,52.0
615,1,Banaswadi,2,773.5,2.0,57.0
616,1,Bannerghatta,3,1082.25,3.0,110.0
617,0,Bannerghatta,2,715.0,2.0,66.0
618,0,Bannerghatta,2,723.45,2.0,70.0
619,1,Bannerghatta,2,780.0,2.0,73.2
620,0,Bannerghatta,3,1154.4,3.0,124.0
621,1,Bannerghatta Road,1,350.0,1.0,18.5
622,1,Bannerghatta Road,2,682.5,2.0,65.0
623,0,Bannerghatta Road,1,386.75,1.0,33.32
625,1,Bannerghatta Road,3,1066.0,2.0,120.0
626,1,Bannerghatta Road,3,949.0,2.0,90.0
628,0,Bannerghatta Road,2,766.35,2.0,66.02
629,0,Bannerghatta Road,2,729.625,2.0,58.935
631,1,Bannerghatta Road,2,910.0,2.0,78.0
632,1,Bannerghatta Road,2,850.5,2.0,50.0
633,1,Bannerghatta Road,3,1075.1000000000001,3.0,100.0
634,1,Bannerghatta Road,2,826.6999999999999,2.0,55.0
636,1,Bannerghatta Road,2,780.0,2.0,75.0
638,0,Bannerghatta Road,1,386.75,1.0,31.83
639,0,Bannerghatta Road,2,718.25,2.0,51.0
640,1,Bannerghatta Road,2,815.75,2.0,65.26
642,1,Bannerghatta Road,3,1007.5,3.0,82.0
644,1,Bannerghatta Road,3,1072.5,3.0,122.0
645,1,Bannerghatta Road,2,638.4,2.0,55.0
646,1,Bannerghatta Road,2,791.7,2.0,73.0
648,0,Bannerghatta Road,2,724.75,2.0,65.12
649,1,Bannerghatta Road,3,1230.45,3.0,100.0
650,1,Bannerghatta Road,3,1120.0,3.0,95.0
651,1,Bannerghatta Road,2,828.75,2.0,65.0
652,1,Bannerghatta Road,3,1222.0,3.0,95.0
653,1,Bannerghatta Road,2,819.0,2.0,70.0
655,1,Bannerghatta Road,2,809.9,2.0,40.0
656,1,Bannerghatta Road,2,805.0,2.0,65.0
658,1,Bannerghatta Road,2,715.0,2.0,39.0
660,1,Bannerghatta Road,3,1121.25,3.0,110.0
662,1,Bannerghatta Road,2,665.0,2.0,38.0
663,1,Bannerghatta Road,2,854.0,2.0,80.0
664,1,Bannerghatta Road,2,734.5,2.0,78.0
666,0,Bannerghatta Road,3,965.9,3.0,83.22
667,1,Bannerghatta Road,3,949.0,2.0,75.0
668,1,Bannerghatta Road,2,710.5,2.0,48.0
669,0,Bannerghatta Road,2,724.75,2.0,61.0
670,1,Bannerghatta Road,2,738.4,2.0,48.0
672,1,Bannerghatta Road,3,952.25,2.0,76.0
673,1,Bannerghatta Road,2,846.625,2.0,67.73
674,1,Bannerghatta Road,2,780.0,2.0,65.0
675,1,Bannerghatta Road,2,806.0,2.0,65.0
676,0,Bannerghatta Road,3,959.4,3.0,125.0
677,0,Bannerghatta Road,3,996.125,3.0,84.29
679,0,Bannerghatta Road,2,824.2,2.0,69.0
680,1,Bannerghatta Road,3,942.5,2.0,87.0
683,1,Bannerghatta Road,2,624.0,2.0,58.0
684,1,Bannerghatta Road,3,1137.5,3.0,130.0
685,1,Bannerghatta Road,2,828.75,2.0,73.0
687,1,Bannerghatta Road,2,806.0,2.0,71.0
688,1,Bannerghatta Road,2,789.75,2.0,68.0
689,1,Bannerghatta Road,2,789.75,2.0,68.0
690,0,Bannerghatta Road,3,1231.1000000000001,3.0,115.0
692,0,Bannerghatta Road,3,1100.45,3.0,89.0
693,0,Bannerghatta Road,2,832.0,2.0,60.16
694,1,Bannerghatta Road,1,409.5,1.0,35.0
695,1,Bannerghatta Road,2,789.75,2.0,68.0
696,1,Bannerghatta Road,2,724.75,2.0,78.0
697,0,Bannerghatta Road,3,996.125,3.0,79.465
699,0,Bannerghatta Road,3,1158.5,3.0,90.0
700,0,Bannerghatta Road,2,810.5500000000001,2.0,47.39
701,1,Bannerghatta Road,2,804.375,2.0,49.49
702,1,Bannerghatta Road,3,1072.5,3.0,94.0
703,1,Bannerghatta Road,2,650.0,2.0,50.0
704,1,Bannerghatta Road,4,1420.25,3.0,120.0
705,1,Bannerghatta Road,2,657.8000000000001,2.0,45.0
707,1,Bannerghatta Road,3,949.0,2.0,80.0
708,1,Bannerghatta Road,2,871.0,2.0,85.0
709,1,Bannerghatta Road,3,1112.15,3.0,125.0
710,1,Bannerghatta Road,3,988.0,2.0,81.0
712,0,Bannerghatta Road,2,724.75,2.0,61.0
713,1,Bannerghatta Road,2,750.1,2.0,47.0
714,1,Bannerghatta Road,2,650.0,2.0,44.5
715,1,Bannerghatta Road,2,875.0,2.0,48.0
716,0,Bannerghatta Road,3,1066.0,3.0,105.0
718,1,Bannerghatta Road,2,657.8000000000001,2.0,44.0
719,1,Bannerghatta Road,3,992.5500000000001,3.0,115.0
720,1,Bannerghatta Road,3,1079.0,3.0,85.0
721,1,Bannerghatta Road,3,1222.0,3.0,96.5
722,1,Bannerghatta Road,3,1007.5,3.0,96.0
723,0,Bannerghatta Road,2,780.0,2.0,78.0
724,0,Bannerghatta Road,3,1225.25,3.0,125.0
726,1,Bannerghatta Road,3,942.5,2.0,78.0
727,1,Bannerghatta Road,1,455.0,1.0,31.2
730,1,Bannerghatta Road,3,952.25,2.0,75.0
731,1,Bannerghatta Road,3,1248.0,3.0,122.0
732,1,Bannerghatta Road,4,1680.0,4.0,180.0
734,1,Bannerghatta Road,2,889.0,2.0,45.0
735,1,Bannerghatta Road,3,988.0,2.0,80.0
736,1,Bannerghatta Road,3,1199.9,3.0,120.0
738,0,Bannerghatta Road,2,729.625,2.0,61.74
739,1,Bannerghatta Road,3,1075.75,3.0,95.0
740,1,Bannerghatta Road,2,844.1999999999999,2.0,53.0
741,1,Bannerghatta Road,2,747.5,2.0,55.0
742,1,Bannerghatta Road,2,789.75,2.0,65.0
743,1,Bannerghatta Road,3,981.5,2.0,110.0
744,1,Bannerghatta Road,2,664.3000000000001,2.0,35.0
745,0,Bannerghatta Road,2,809.9,2.0,47.35
747,1,Bannerghatta Road,2,754.0,2.0,45.0
748,1,Bannerghatta Road,2,630.5,2.0,57.0
749,1,Bannerghatta Road,3,1068.8999999999999,3.0,142.0
753,1,Basavangudi,2,673.4,2.0,105.0
755,1,Basavangudi,3,1040.0,2.0,160.0
756,1,Basavangudi,2,1092.0,2.0,145.0
757,1,Basavangudi,3,1186.25,3.0,175.0
758,1,Basavangudi,3,1170.0,3.0,195.0
759,1,Basavangudi,2,715.0,2.0,93.0
760,1,Basavangudi,1,435.5,1.0,50.0
762,1,Basavangudi,2,735.0,2.0,103.0
764,0,Basavangudi,2,767.0,2.0,124.0
766,1,Basavangudi,2,780.0,2.0,120.0
770,1,Basaveshwara Nagar,2,780.0,2.0,65.0
771,1,Basaveshwara Nagar,3,1305.5,3.0,145.0
772,1,Basaveshwara Nagar,2,780.0,2.0,90.0
773,1,Basaveshwara Nagar,2,826.0,2.0,58.0
774,1,Basaveshwara Nagar,2,840.0,2.0,80.0
775,1,Basaveshwara Nagar,2,630.0,2.0,60.0
776,1,Basaveshwara Nagar,3,1235.0,3.0,150.0
777,1,Basaveshwara Nagar,2,840.0,2.0,85.0
778,0,Basaveshwara Nagar,2,840.0,2.0,70.0
779,1,Battarahalli,2,720.0,2.0,65.0
780,1,Battarahalli,3,1156.3500000000001,3.0,89.61
781,1,Battarahalli,2,845.0,2.0,50.0
782,1,Battarahalli,3,1264.25,3.0,97.42
783,1,Battarahalli,3,1155.05,3.0,100.0
784,1,Battarahalli,2,737.75,2.0,43.0
785,1,Battarahalli,2,829.4,2.0,45.0
786,1,Battarahalli,3,1222.0,3.0,94.36
787,1,Battarahalli,2,696.15,2.0,62.0
788,1,Battarahalli,2,757.25,2.0,43.0
789,1,Battarahalli,2,1063.4,2.0,82.89
790,1,Battarahalli,3,1156.3500000000001,3.0,90.0
792,0,Battarahalli,2,708.5,2.0,38.37
793,0,Battarahalli,3,1353.3,3.0,104.0
794,0,Battarahalli,3,1315.6000000000001,3.0,103.0
795,1,Battarahalli,2,713.0500000000001,2.0,49.0
796,1,Begur,3,922.35,2.0,59.0
797,1,Begur,3,1106.0,3.0,75.0
798,1,Begur,3,1091.3,3.0,63.0
799,0,Begur,3,939.25,2.0,47.1
800,1,Begur,3,1032.5,2.0,74.0
801,1,Begur,3,2450.0,4.0,185.0
802,1,Begur,2,715.0,2.0,55.0
803,1,Begur,2,914.1999999999999,2.0,65.0
804,0,Begur,3,917.15,2.0,60.0
805,1,Begur,3,937.95,2.0,70.0
806,1,Begur Road,2,780.0,2.0,44.0
807,1,Begur Road,2,780.0,2.0,46.8
808,1,Begur Road,2,754.0,2.0,44.0
809,1,Begur Road,3,1029.6000000000001,3.0,65.0
810,1,Begur Road,3,975.0,2.0,54.0
811,1,Begur Road,3,1049.75,3.0,59.76
812,1,Begur Road,2,780.0,2.0,43.2
813,1,Begur Road,2,754.0,2.0,44.08
814,1,Begur Road,2,780.0,2.0,45.0
815,1,Begur Road,3,1049.75,3.0,60.0
816,1,Begur Road,3,916.5,2.0,53.0
817,1,Begur Road,2,780.0,2.0,37.8
818,1,Begur Road,2,754.0,2.0,40.59
819,1,Begur Road,2,819.0,2.0,46.62
822,1,Begur Road,2,754.0,2.0,36.0
823,1,Begur Road,3,975.0,2.0,70.0
824,1,Begur Road,2,754.0,2.0,42.0
825,1,Begur Road,2,806.0,2.0,39.06
826,1,Begur Road,2,780.0,2.0,45.0
827,1,Begur Road,3,975.0,2.0,55.0
828,1,Begur Road,3,916.5,2.0,52.17
830,0,Begur Road,3,1028.95,3.0,74.4
831,1,Begur Road,2,760.5,2.0,46.0
832,1,Begur Road,2,754.0,2.0,42.92
833,1,Begur Road,3,916.5,2.0,52.17
835,1,Begur Road,3,1017.25,2.0,59.76
836,1,Begur Road,2,754.0,2.0,42.0
838,1,Begur Road,3,916.5,2.0,53.58
839,1,Begur Road,2,780.0,2.0,45.0
840,1,Begur Road,2,780.0,2.0,42.6
841,1,Begur Road,2,754.0,2.0,42.0
842,1,Begur Road,2,867.1,2.0,42.69
843,1,Begur Road,3,1017.25,2.0,57.91
844,1,Begur Road,2,780.0,2.0,45.6
845,1,Begur Road,2,789.75,2.0,43.13
846,1,Begur Road,2,754.0,2.0,36.54
848,1,Begur Road,2,780.0,2.0,44.4
850,1,Begur Road,2,819.0,2.0,39.69
851,1,Begur Road,2,754.0,2.0,44.0
853,0,Begur Road,2,618.8000000000001,2.0,42.0
854,1,Begur Road,3,1017.25,2.0,56.34
856,1,Begur Road,2,780.0,2.0,42.0
857,1,Begur Road,2,806.0,2.0,45.88
859,1,Begur Road,2,780.0,2.0,44.0
861,1,Begur Road,2,770.0,2.0,42.6
862,1,Begur Road,3,1017.25,2.0,57.91
863,1,Begur Road,2,780.0,2.0,44.4
864,1,Begur Road,2,754.0,2.0,36.54
865,1,Begur Road,2,789.75,2.0,43.75
866,1,Begur Road,2,840.0,2.0,44.73
867,1,Begur Road,2,754.0,2.0,42.0
868,1,Begur Road,3,916.5,2.0,54.99
869,1,Bellandur,3,1148.55,3.0,103.0
870,1,Bellandur,2,843.5,2.0,66.0
871,1,Bellandur,2,812.5,2.0,76.0
872,1,Bellandur,2,650.0,2.0,50.0
873,1,Bellandur,2,832.65,2.0,74.0
874,0,Bellandur,4,1316.25,4.0,109.0
875,1,Bellandur,3,968.5,2.0,98.0
879,1,Bellandur,2,793.0,2.0,60.0
880,1,Bellandur,2,844.35,2.0,82.0
881,1,Bellandur,2,944.9999999999999,2.0,79.0
882,1,Bellandur,2,835.9,2.0,57.0
883,1,Bellandur,2,947.0500000000001,2.0,85.0
884,1,Bellandur,2,776.75,2.0,51.0
885,1,Bellandur,2,851.5,2.0,72.0
886,1,Bellandur,3,1160.25,3.0,118.0
887,1,Bellandur,2,683.15,2.0,60.0
889,1,Bellandur,2,689.0,2.0,65.0
890,0,Bellandur,2,715.0,2.0,62.0
891,0,Bellandur,3,1095.25,3.0,100.0
892,1,Bellandur,2,638.3000000000001,2.0,55.0
893,1,Bellandur,2,783.25,2.0,59.0
894,1,Bellandur,2,690.95,2.0,58.0
895,1,Bellandur,2,780.65,2.0,59.99
896,1,Bellandur,2,861.25,2.0,65.0
898,1,Bellandur,2,780.0,2.0,52.0
899,1,Bellandur,3,1249.5,3.0,120.0
900,1,Bellandur,2,707.2,2.0,48.0
901,1,Bellandur,2,851.5,2.0,85.0
902,1,Bellandur,2,1025.5,3.0,90.0
903,1,Bellandur,3,1148.55,3.0,109.0
905,1,Bellandur,2,747.5,2.0,69.44
907,1,Bellandur,2,916.5,3.0,92.0
908,1,Bellandur,2,659.75,2.0,60.0
910,0,Bellandur,3,1095.25,3.0,101.0
911,1,Bellandur,3,1214.5,3.0,105.0
912,0,Bellandur,3,1179.5,3.0,115.0
913,1,Bellandur,2,681.85,2.0,51.0
915,1,Bellandur,2,847.6999999999999,2.0,63.0
916,1,Bellandur,3,1116.05,3.0,110.0
918,1,Bellandur,2,780.0,2.0,62.0
923,1,Bellandur,2,672.0,2.0,48.0
924,1,Bellandur,1,617.5,1.0,40.0
925,0,Bellandur,2,945.1,2.0,90.0
927,1,Bellandur,2,776.75,2.0,52.0
929,0,Bellandur,2,819.0,2.0,83.5
930,1,Bellandur,3,997.75,3.0,90.0
932,1,Benson Town,3,1137.5,3.0,150.0
934,1,Benson Town,2,845.0,2.0,120.0
935,1,Benson Town,2,1096.8999999999999,3.0,140.0
937,1,Bharathi Nagar,2,859.3000000000001,2.0,68.0
938,1,Bharathi Nagar,2,878.15,2.0,70.0
939,1,Bharathi Nagar,2,899.6,2.0,59.0
940,1,Bharathi Nagar,2,878.15,2.0,74.0
941,1,Bharathi Nagar,2,930.8000000000001,2.0,68.0
943,1,Bharathi Nagar,2,876.85,2.0,56.7
944,1,Bharathi Nagar,2,863.2,2.0,69.0
945,0,Bhoganhalli,3,1085.5,3.0,99.0
947,0,Bhoganhalli,2,804.1,2.0,69.09
949,0,Bhoganhalli,2,938.6,2.0,75.97
950,0,Bhoganhalli,2,940.5500000000001,2.0,75.97
951,0,Bhoganhalli,4,1451.5,4.0,121.0
952,0,Bhoganhalli,2,940.5500000000001,2.0,75.97
953,0,Bhoganhalli,3,1053.4,3.0,88.91
954,0,Bhoganhalli,2,910.2,2.0,80.64
956,0,Bhoganhalli,4,1283.1000000000001,4.0,106.0
958,0,Bhoganhalli,4,1548.3,4.0,129.0
959,0,Bhoganhalli,4,1554.3,4.0,131.0
961,0,Bhoganhalli,2,940.5500000000001,2.0,75.97
962,0,Bhoganhalli,2,940.5500000000001,2.0,75.97
963,0,Bhoganhalli,2,1181.7,2.0,100.0
967,0,Bhoganhalli,2,938.6,2.0,75.97
968,0,Bhoganhalli,2,783.25,2.0,64.47
969,0,Bhoganhalli,3,1234.6,3.0,104.0
970,0,Bhoganhalli,2,940.5500000000001,2.0,75.97
972,0,Bhoganhalli,2,783.25,2.0,68.32
973,1,Bhoganhalli,2,819.0,2.0,69.9
974,0,Bhoganhalli,2,896.9,2.0,78.74
976,1,Bhoganhalli,2,679.0,2.0,52.5
978,0,Bhoganhalli,2,830.0500000000001,2.0,79.89
980,1,Billekahalli,3,1257.75,3.0,110.0
981,1,Billekahalli,2,731.25,2.0,62.0
983,1,Billekahalli,2,708.5,2.0,52.0
984,1,Billekahalli,2,722.8000000000001,2.0,62.0
985,1,Billekahalli,3,1680.0,3.0,150.0
986,1,Billekahalli,2,617.5,2.0,58.11
987,1,Billekahalli,2,731.25,2.0,65.0
988,1,Billekahalli,2,617.5,2.0,56.0
989,1,Billekahalli,3,1263.5,3.0,134.0
990,0,Binny Pete,1,432.25,1.0,50.75
991,0,Binny Pete,1,429.0,1.0,54.0
992,0,Binny Pete,2,887.25,2.0,122.0
993,0,Binny Pete,3,1166.75,3.0,139.0
994,0,Binny Pete,3,1131.0,3.0,150.0
995,0,Binny Pete,3,1280.5,3.0,164.0
996,1,Bommanahalli,1,338.0,1.0,19.5
997,1,Bommanahalli,1,360.5,1.0,25.0
998,1,Bommanahalli,2,763.0,3.0,44.0
999,1,Bommanahalli,3,1202.5,3.0,90.0
1000,1,Bommanahalli,2,682.5,2.0,46.0
1001,1,Bommanahalli,2,902.9999999999999,2.0,73.0
1002,1,Bommanahalli,2,715.0,1.0,55.0
1003,1,Bommanahalli,2,944.9999999999999,2.0,72.0
1004,1,Bommanahalli,4,1365.0,4.0,85.0
1005,1,Bommanahalli,2,663.0,2.0,55.0
1006,1,Bommanahalli,2,849.5500000000001,2.0,50.0
1007,1,Bommanahalli,2,880.75,2.0,73.17
1008,1,Bommanahalli,2,754.0,2.0,53.0
1009,1,Bommanahalli,2,682.5,2.0,54.0
1010,0,Bommasandra,2,672.75,2.0,41.0
1011,0,Bommasandra,2,672.75,2.0,41.73
1012,1,Bommasandra,2,672.1,2.0,40.0
1013,1,Bommasandra,2,613.9,2.0,30.0
1014,0,Bommasandra,2,672.75,2.0,41.43
1016,0,Bommasandra,2,659.75,2.0,40.0
1017,1,Bommasandra,2,700.0,2.0,35.0
1018,0,Bommasandra,2,620.75,2.0,35.28
1019,0,Bommasandra,2,653.25,2.0,39.77
1020,1,Bommasandra,2,659.1,2.0,35.0
1021,0,Bommasandra,2,663.0,2.0,40.89
1022,0,Bommasandra,2,732.5500000000001,2.0,45.0
1024,0,Bommasandra,2,620.75,2.0,37.97
1025,1,Bommasandra,2,707.85,2.0,40.0
1026,0,Bommasandra Industrial Area,2,763.0,2.0,31.48
1028,0,Bommasandra Industrial Area,3,979.9999999999999,2.0,40.44
1029,0,Bommasandra Industrial Area,3,923.9999999999999,2.0,38.13
1030,0,Bommasandra Industrial Area,2,714.0,2.0,29.45
1031,0,Bommasandra Industrial Area,2,815.5,2.0,33.64
1032,0,Bommasandra Industrial Area,2,763.0,2.0,31.48
1034,0,Bommasandra Industrial Area,2,700.0,2.0,28.88
1035,0,Bommasandra Industrial Area,2,714.0,2.0,29.45
1036,0,Bommasandra Industrial Area,2,812.0,2.0,33.51
1037,0,Bommasandra Industrial Area,2,787.5,2.0,32.49
1039,0,Bommasandra Industrial Area,2,787.5,2.0,32.49
1040,0,Bommasandra Industrial Area,2,791.0,2.0,32.64
1041,0,Bommasandra Industrial Area,2,745.5,2.0,30.75
1042,1,Brookefield,2,747.5,2.0,69.0
1043,1,Brookefield,2,799.4,2.0,70.0
1047,1,Brookefield,3,959.4,3.0,105.0
1048,1,Brookefield,2,820.3000000000001,2.0,75.0
1049,1,Brookefield,2,740.35,2.0,80.0
1050,1,Brookefield,2,731.25,2.0,70.0
1051,1,Brookefield,3,923.0,3.0,85.0
1053,1,Brookefield,2,611.65,2.0,48.0
1056,1,Brookefield,2,770.0,2.0,55.0
1057,1,Brookefield,4,1560.0,3.0,140.0
1058,1,Brookefield,2,857.5,2.0,66.5
1059,1,Brookefield,2,702.0,2.0,50.0
1060,1,Brookefield,2,861.0,2.0,55.0
1061,1,Brookefield,2,780.0,2.0,75.0
1062,1,Brookefield,2,707.85,2.0,49.0
1063,1,Brookefield,2,734.5,2.0,56.0
1064,1,Brookefield,2,825.5,2.0,95.0
1065,1,Brookefield,3,1108.9,3.0,115.0
1066,1,Brookefield,2,902.85,2.0,94.0
1068,1,Brookefield,2,857.5,2.0,72.0
1070,1,Brookefield,3,1134.9,3.0,115.0
1073,1,Brookefield,2,898.3000000000001,2.0,84.5
1074,1,Brookefield,2,819.0,2.0,70.0
1075,1,Brookefield,2,783.9,2.0,90.0
1077,1,Budigere,2,749.45,2.0,56.4
1078,1,Budigere,2,755.3000000000001,2.0,59.9
1079,1,Budigere,3,1294.15,4.0,103.0
1080,1,Budigere,2,749.45,2.0,57.0
1081,1,Budigere,2,755.3000000000001,2.0,57.0
1082,1,Budigere,2,740.35,2.0,56.8
1083,1,Budigere,2,740.35,2.0,56.85
1084,1,Budigere,3,1294.15,4.0,100.0
1085,1,Budigere,1,431.6,1.0,35.0
1086,1,Budigere,3,1183.0,3.0,93.0
1087,1,Budigere,3,1063.4,3.0,85.0
1088,1,Budigere,2,938.6,2.0,70.0
1089,1,Budigere,2,740.35,2.0,60.0
1091,1,Budigere,3,1183.0,3.0,93.0
1093,1,Budigere,2,755.3000000000001,2.0,58.0
1094,1,Budigere,3,1063.4,3.0,85.0
1095,1,Budigere,2,706.5500000000001,2.0,54.3
1097,1,Budigere,1,431.6,1.0,35.4
1098,1,Budigere,2,749.45,2.0,56.7
1100,1,Budigere,2,740.35,2.0,56.5
1101,1,Budigere,3,1063.4,3.0,83.0
1102,1,Budigere,1,464.79999999999995,1.0,34.0
1104,1,Budigere,2,755.3000000000001,2.0,58.0
1105,1,Budigere,2,749.45,2.0,60.0
1106,0,Budigere,2,761.8000000000001,2.0,56.725
1109,1,Budigere,3,1183.0,3.0,95.0
1110,1,Budigere,3,1294.15,4.0,100.0
1112,1,Budigere,2,749.45,2.0,56.0
1113,0,Budigere,1,458.25,1.0,34.545
1114,1,Budigere,2,749.45,2.0,56.5
1115,1,Budigere,2,749.45,2.0,58.0
1116,1,Budigere,3,1063.4,3.0,88.0
1117,1,Budigere,2,749.45,2.0,56.55
1118,1,Budigere,2,749.45,2.0,56.5
1119,1,Budigere,2,749.45,2.0,60.0
1121,1,CV Raman Nagar,2,728.0,2.0,55.0
1122,1,CV Raman Nagar,2,749.0,2.0,55.0
1123,1,CV Raman Nagar,2,719.5999999999999,2.0,49.0
1124,1,CV Raman Nagar,2,904.8000000000001,2.0,98.0
1125,1,CV Raman Nagar,2,695.5,2.0,47.5
1126,1,CV Raman Nagar,3,1186.25,3.0,126.0
1127,1,CV Raman Nagar,2,666.25,2.0,50.0
1129,1,CV Raman Nagar,2,778.7,2.0,60.0
1130,1,CV Raman Nagar,2,1014.0,2.0,85.0
1131,1,CV Raman Nagar,3,1033.5,2.0,85.0
1132,1,CV Raman Nagar,2,715.0,2.0,58.0
1133,1,CV Raman Nagar,2,683.15,2.0,61.0
1134,0,CV Raman Nagar,2,796.25,2.0,47.88
1136,1,CV Raman Nagar,2,663.0,2.0,55.0
1137,1,CV Raman Nagar,2,835.25,2.0,65.0
1138,1,CV Raman Nagar,2,676.0,2.0,50.0
1139,0,CV Raman Nagar,2,904.8000000000001,2.0,95.0
1140,1,CV Raman Nagar,1,458.25,2.0,50.0
1141,1,CV Raman Nagar,3,910.0,2.0,78.0
1142,1,CV Raman Nagar,3,910.0,2.0,78.0
1144,0,CV Raman Nagar,2,796.25,2.0,48.0
1145,1,CV Raman Nagar,2,916.9999999999999,2.0,62.0
1146,1,Chamrajpet,3,958.75,2.0,120.0
1147,1,Chamrajpet,4,1235.0,2.0,170.0
1148,1,Chamrajpet,2,877.5,2.0,180.0
1149,1,Chamrajpet,3,1072.5,3.0,115.0
1150,0,Chandapura,1,419.25,1.0,16.45
1151,0,Chandapura,1,419.25,1.0,16.45
1152,0,Chandapura,2,659.75,2.0,25.88
1153,0,Chandapura,1,344.5,1.0,11.66
1154,1,Chandapura,2,780.0,2.0,32.0
1155,0,Chandapura,2,666.25,2.0,27.68
1156,0,Chandapura,1,378.625,1.0,15.135
1157,0,Chandapura,2,659.75,2.0,25.88
1159,0,Chandapura,1,383.5,1.0,13.57
1160,0,Chandapura,1,419.25,1.0,16.45
1161,0,Chandapura,1,409.5,1.0,13.86
1162,0,Chandapura,2,659.75,2.0,25.88
1163,0,Chandapura,1,338.0,1.0,14.04
1164,0,Chandapura,2,720.0,1.0,36.0
1165,0,Chandapura,2,633.75,2.0,24.86
1166,0,Chandapura,1,419.25,1.0,16.45
1167,0,Chandapura,2,640.25,2.0,25.12
1168,0,Chandapura,1,419.25,1.0,16.45
1169,0,Chandapura,2,633.75,2.0,24.86
1170,0,Chandapura,1,419.25,1.0,16.45
1171,1,Chandapura,3,978.25,2.0,42.0
1172,0,Chandapura,1,419.25,1.0,16.45
1173,0,Chandapura,2,609.0500000000001,2.0,30.0
1174,0,Chandapura,2,666.25,2.0,27.68
1175,0,Chandapura,2,633.75,2.0,24.86
1176,0,Chandapura,1,419.25,1.0,16.45
1177,0,Chandapura,2,617.5,2.0,25.65
1178,0,Chandapura,2,720.0,2.0,36.0
1179,0,Chandapura,1,419.25,1.0,16.45
1180,0,Chandapura,2,640.25,2.0,25.12
1181,0,Chandapura,2,666.25,2.0,27.68
1182,0,Chandapura,2,659.75,2.0,25.88
1183,0,Chandapura,2,659.75,2.0,25.88
1184,0,Chandapura,2,633.75,2.0,24.86
1185,0,Chandapura,1,338.0,1.0,14.04
1186,0,Chandapura,2,640.25,2.0,25.12
1187,0,Chandapura,1,419.25,1.0,16.45
1188,0,Chandapura,1,419.25,1.0,16.45
1189,0,Chandapura,2,720.0,2.0,36.0
1190,0,Chandapura,1,338.0,1.0,14.04
1192,0,Channasandra,2,655.85,2.0,38.34
1193,1,Channasandra,2,692.25,2.0,35.0
1194,1,Channasandra,2,724.75,2.0,33.45
1195,1,Channasandra,2,669.5,2.0,34.5
1196,1,Channasandra,2,724.75,2.0,40.0
1197,1,Channasandra,2,717.6,2.0,35.5
1198,0,Channasandra,2,682.5,2.0,41.0
1199,0,Channasandra,2,692.25,2.0,40.47
1200,1,Channasandra,2,695.5,2.0,38.0
1201,1,Channasandra,2,682.5,2.0,35.0
1202,1,Channasandra,2,710.45,2.0,34.0
1203,1,Channasandra,2,656.5,2.0,36.0
1204,1,Channasandra,2,729.95,2.0,36.0
1205,0,Channasandra,2,650.0,2.0,35.0
1206,1,Channasandra,2,710.45,2.0,37.0
1207,1,Channasandra,2,724.75,2.0,35.8
1209,1,Channasandra,2,763.75,2.0,38.0
1210,0,Channasandra,2,720.0,2.0,46.13
